code;name;url
P00000047;Contractura Muscular;https://pe.ivademecum.com/patologia-contractura-muscular-cod-9457B933E8B41C80
P00000049;Déficit De Atención Por Hiperactividad (Dath);https://pe.ivademecum.com/patologia-deficit-atencion-por-hiperactividad-dath-cod-CED6824C08AD4F68
P00000052;Depresión;https://pe.ivademecum.com/patologia-depresion-cod-BA53B2864E7AC5AD
P00000054;Dermatitis Alérgicas;https://pe.ivademecum.com/patologia-dermatitis-alergicas-cod-3DAFB60178BAF0B9
P00000055;Dermatitis Atópica;https://pe.ivademecum.com/patologia-dermatitis-atopica-cod-9A036F86598EAF87
P00000056;Dermatitis Bacterianas;https://pe.ivademecum.com/patologia-dermatitis-bacterianas-cod-4819C748128EF0CD
P00000057;Dermatitis Del Pañal;https://pe.ivademecum.com/patologia-dermatitis-panal-cod-00E3EE89480D48F5
P00000058;Dermatitis Pigmentarias;https://pe.ivademecum.com/patologia-dermatitis-pigmentarias-cod-1475C62C6DD388BA
P00000059;Dermatitis Seborreica;https://pe.ivademecum.com/patologia-dermatitis-seborreica-cod-FB16A6D19510F039
P00000060;Deshidratación;https://pe.ivademecum.com/patologia-deshidratacion-cod-5F2FAA7ADEEE404F
P00000061;Desnutrición;https://pe.ivademecum.com/patologia-desnutricion-cod-AFC6A672ED57A4EF
P00000062;Diabetes Insípida;https://pe.ivademecum.com/patologia-diabetes-insipida-cod-326222EAF47555FE
P00000063;Diabetes Mellitus;https://pe.ivademecum.com/patologia-diabetes-mellitus-cod-A13963629F9290C8
P00000064;Diagnóstico;https://pe.ivademecum.com/patologia-diagnostico-cod-89BA24E76CA32752
P00000066;Diarreas;https://pe.ivademecum.com/patologia-diarreas-cod-4DA28109091C72A7
P00000067;Disforia Premenstrual;https://pe.ivademecum.com/patologia-disforia-premenstrual-cod-9E0B6D7E894610CB
P00000068;Dismenorrea;https://pe.ivademecum.com/patologia-dismenorrea-cod-47BB61B503E035BB
P00000069;Dispepsia;https://pe.ivademecum.com/patologia-dispepsia-cod-5B5442FCDB312CB1
P00000070;Dolor;https://pe.ivademecum.com/patologia-dolor-cod-22271B678D7B2C60
P00000071;Dolor Neuropático;https://pe.ivademecum.com/patologia-dolor-neuropatico-cod-F4DAEBCF4C7E9132
P00000072;Dolor Ocular;https://pe.ivademecum.com/patologia-dolor-ocular-cod-6DE0769B894F9CAB
P00000073;Dolor Refractario;https://pe.ivademecum.com/patologia-dolor-refractario-cod-B2B89E0E7A95F4D2
P00000075;Edema Cerebral;https://pe.ivademecum.com/patologia-edema-cerebral-cod-0DED0CFB73D3163A
P00000076;Edemas;https://pe.ivademecum.com/patologia-edemas-cod-5FDE4BA8471D3EF6
P00000078;Embotamiento - Estupor;https://pe.ivademecum.com/patologia-embotamiento-estupor-cod-BF05ABFB16329D85
P00000079;Emesis;https://pe.ivademecum.com/patologia-emesis-cod-5CA7F5C528CD282A
P00000080;Enanismo;https://pe.ivademecum.com/patologia-enanismo-cod-587B99F58C12D466
P00000081;Endometriosis;https://pe.ivademecum.com/patologia-endometriosis-cod-661B9A2797DA93ED
P00000083;Enfermedades Inflamat. Osteomioarticulares;https://pe.ivademecum.com/patologia-enfermedades-inflamat-osteomioarticulares-cod-6719575E91399822
P00000085;Enuresis;https://pe.ivademecum.com/patologia-enuresis-cod-476C542033DDB301
P00000086;Epilepsia;https://pe.ivademecum.com/patologia-epilepsia-cod-96EF2A4F5F63F992
P00000087;Epoc;https://pe.ivademecum.com/patologia-epoc-cod-670BD8B505D41111
P00000088;Escabiosis;https://pe.ivademecum.com/patologia-escabiosis-cod-3A1BA06E8FF1D2C2
P00000089;Esclerosis Lateral Amiotrófica (Ela);https://pe.ivademecum.com/patologia-esclerosis-lateral-amiotrofica-ela-cod-E537C0F46E0A7AFA
P00000090;Esclerosis Múltiple;https://pe.ivademecum.com/patologia-esclerosis-multiple-cod-16F43CB3F459F1A0
P00000091;Esofagitis Por Reflujo;https://pe.ivademecum.com/patologia-esofagitis-por-reflujo-cod-B508300363F86C64
P00000092;Esterilidad;https://pe.ivademecum.com/patologia-esterilidad-cod-FFF5B937C9BB61E4
P00000093;Estrabismo;https://pe.ivademecum.com/patologia-estrabismo-cod-0A2FCD6CA6000468
P00000094;Faringitis;https://pe.ivademecum.com/patologia-faringitis-cod-F46E72683742BB90
P00000096;Fibrosis Quística;https://pe.ivademecum.com/patologia-fibrosis-quistica-cod-56BEE69F1AC46195
P00000097;Fiebre - Hipertermia;https://pe.ivademecum.com/patologia-fiebre-hipertermia-cod-96C7841A1A44F9F7
P00000098;Fiebre Reumática;https://pe.ivademecum.com/patologia-fiebre-reumatica-cod-21C561E0C3DD5136
P00000099;Fobia Social;https://pe.ivademecum.com/patologia-fobia-social-cod-571D4EA10448B89B
P00000100;Fotoenvejecimiento Cutáneo;https://pe.ivademecum.com/patologia-fotoenvejecimiento-cutaneo-cod-34571B42CBD84E32
P00000101;Fragilidad De Los Vasos Capilares;https://pe.ivademecum.com/patologia-fragilidad-vasos-capilares-cod-0F5D6316056A32EF
P00000102;Galactorrea;https://pe.ivademecum.com/patologia-galactorrea-cod-E9DEC5B98D8BD21E
P00000104;Gingivitis - Estomatitis;https://pe.ivademecum.com/patologia-gingivitis-estomatitis-cod-A001AC11E8BA3EED
P00000105;Glaucoma;https://pe.ivademecum.com/patologia-glaucoma-cod-0C2A8B6A61F685C5
P00000106;Gonorrea - Uretritis Inespecíficas;https://pe.ivademecum.com/patologia-gonorrea-uretritis-inespecificas-cod-21495A91005DE723
P00000107;Gota;https://pe.ivademecum.com/patologia-gota-cod-C27D7E104A9EBAF8
P00000109;Gripe;https://pe.ivademecum.com/patologia-gripe-cod-BF3B84373AA71BF3
P00000110;Halitosis;https://pe.ivademecum.com/patologia-halitosis-cod-D6007C3551BF5050
P00000111;Hemofilia;https://pe.ivademecum.com/patologia-hemofilia-cod-B6BA7E051BDA9BBC
P00000112;Hemorragias;https://pe.ivademecum.com/patologia-hemorragias-cod-994937C0E8007347
P00000113;Hemorragias Posparto;https://pe.ivademecum.com/patologia-hemorragias-posparto-cod-54AB3BCA13FD605F
P00000114;Hemorroides;https://pe.ivademecum.com/patologia-hemorroides-cod-4B8D7FC6552776F3
P00000115;Hepatitis B Crónica;https://pe.ivademecum.com/patologia-hepatitis-b-cronica-cod-1ABD33A6FFC64BF7
P00000116;Hepatitis Crónica Por Virus c;https://pe.ivademecum.com/patologia-hepatitis-cronica-por-virus-c-cod-F82ACCCB1EC0F15E
P00000117;Heridas;https://pe.ivademecum.com/patologia-heridas-cod-77507A2611571AE4
P00000118;Herpes;https://pe.ivademecum.com/patologia-herpes-cod-B4FF2C32BACFC78C
P00000119;Hipercalcemia;https://pe.ivademecum.com/patologia-hipercalcemia-cod-DF3FB3FFB7BD749D
P00000120;Hipercolesterolemias - Dislipidemias;https://pe.ivademecum.com/patologia-hipercolesterolemias-dislipidemias-cod-953626D967B8F0F8
P00000121;Hiperfosfatemia;https://pe.ivademecum.com/patologia-hiperfosfatemia-cod-6272211EC0061E5D
P00000122;Hiperhidrosis;https://pe.ivademecum.com/patologia-hiperhidrosis-cod-750739B5E87A4276
P00000125;Hiperprolactinemia;https://pe.ivademecum.com/patologia-hiperprolactinemia-cod-A8416C16B6B3E1A1
P00000126;Hipertensión Arterial;https://pe.ivademecum.com/patologia-hipertension-arterial-cod-30EFD31241F5C533
P00000127;Hipertensión Pulmonar;https://pe.ivademecum.com/patologia-hipertension-pulmonar-cod-63BAD1D04B54922B
P00000129;Hipocalcemia;https://pe.ivademecum.com/patologia-hipocalcemia-cod-68F14CC638F4EA08
P00000131;Hipogonadismo Femenino Y Masculino;https://pe.ivademecum.com/patologia-hipogonadismo-femenino-masculino-cod-0B07C96F1461174C
P00000133;Hipomagnesemia;https://pe.ivademecum.com/patologia-hipomagnesemia-cod-001DC63CE4B26F32
P00000235;Hipopotasemia;https://pe.ivademecum.com/patologia-hipopotasemia-cod-CAC3D4AA53E7E1DB
P00000135;Hipoproteinemia;https://pe.ivademecum.com/patologia-hipoproteinemia-cod-0C1054FE37C6C5DE
P00000136;Hiposecreción Lagrimal;https://pe.ivademecum.com/patologia-hiposecrecion-lagrimal-cod-60E9AEA306582D02
P00000139;Hipotensión - Shock;https://pe.ivademecum.com/patologia-hipotension-shock-cod-D4725CD9D73CDC03
P00000140;Hipovitaminosis;https://pe.ivademecum.com/patologia-hipovitaminosis-cod-88A7DEB3C5E35DE8
P00000141;Hirsutismo Facial;https://pe.ivademecum.com/patologia-hirsutismo-facial-cod-88CB72D5260584F0
P00000142;Impotencia Sexual;https://pe.ivademecum.com/patologia-impotencia-sexual-cod-D8F421193C931D81
P00000143;Incontinencia Urinaria;https://pe.ivademecum.com/patologia-incontinencia-urinaria-cod-B94ACE6E3D5917AF
P00000144;Infección - Inflamación;https://pe.ivademecum.com/patologia-infeccion-inflamacion-cod-0A8150DDE6117398
P00000145;Infección Por Helicobacter Pylori;https://pe.ivademecum.com/patologia-infeccion-por-helicobacter-pylori-cod-A66F3DB4FB8170D7
P00000146;Infecciones Bacterianas Sistémicas;https://pe.ivademecum.com/patologia-infecciones-bacterianas-sistemicas-cod-51A8648F7813EFAE
P00000147;Infecciones E Inflamaciones Genitourinarias;https://pe.ivademecum.com/patologia-infecciones-e-inflamaciones-genitourinarias-cod-4A8EEB7BA4DDA30A
P00000148;Infecciones Micóticas Sistémicas;https://pe.ivademecum.com/patologia-infecciones-micoticas-sistemicas-cod-531310E373D11E24
P00000149;Infecciones Respiratorias;https://pe.ivademecum.com/patologia-infecciones-respiratorias-cod-F1C12E919492E71A
P00000150;Inmunización;https://pe.ivademecum.com/patologia-inmunizacion-cod-AB5E502C57F1D4B0
P00000151;Inmunodeficiencia;https://pe.ivademecum.com/patologia-inmunodeficiencia-cod-950C5968A75E213E
P00000152;Insomnio;https://pe.ivademecum.com/patologia-insomnio-cod-B54214834A4CDA16
P00000154;Insuficiencia Cardíaca. Digitálicos;https://pe.ivademecum.com/patologia-insuficiencia-cardiaca-digitalicos-cod-2DAAB1901C660252
P00000155;Insuficiencia Cardíaca. Diuréticos;https://pe.ivademecum.com/patologia-insuficiencia-cardiaca-diureticos-cod-3B0DEC206638FE67
P00000156;Insuficiencia Cardíaca. Inotrópicos;https://pe.ivademecum.com/patologia-insuficiencia-cardiaca-inotropicos-cod-63F34AC85AE1CDC3
P00000157;Insuficiencia Circulatoria Cerebral Y Perif.;https://pe.ivademecum.com/patologia-insuficiencia-circulatoria-cerebral-perif-cod-B71AAD1032E5555C
P00000158;Insuficiencia Hepatovesicular Y Pancreática;https://pe.ivademecum.com/patologia-insuficiencia-hepatovesicular-pancreatica-cod-A45B4A64FA8A33BA
P00000159;Insuficiencia Renal Crónica;https://pe.ivademecum.com/patologia-insuficiencia-renal-cronica-cod-E84DDF1B783F183E
P00000161;Intoxicación;https://pe.ivademecum.com/patologia-intoxicacion-cod-6284D04BE4FB0CCC
P00000162;Irritación Ocular;https://pe.ivademecum.com/patologia-irritacion-ocular-cod-B5E61DB2DFFB5BC1
P00000163;Jaqueca;https://pe.ivademecum.com/patologia-jaqueca-cod-7AD58F705CE6B99B
P00000237;Leishmaniosis;https://pe.ivademecum.com/patologia-leishmaniosis-cod-36684098DE3174BA
P00000165;Lentes De Contacto (Limpieza Y Conservación);https://pe.ivademecum.com/patologia-lentes-contacto-limpieza-conservacion-cod-4435419C2ED4883D
P00000166;Lepra;https://pe.ivademecum.com/patologia-lepra-cod-E56BD3592DFDE539
P00000168;Litiasis;https://pe.ivademecum.com/patologia-litiasis-cod-94FC2D8481A33444
P00000170;Mastopatías;https://pe.ivademecum.com/patologia-mastopatias-cod-CBC8E0F503BC6005
P00000239;Melanoma Metastásico;https://pe.ivademecum.com/patologia-melanoma-metastasico-cod-534C657E4F8DB0C5
P00000470;Metrorragias;https://pe.ivademecum.com/patologia-metrorragias-cod-E7248308574FF4FE
P00000173;Miastenia Grave;https://pe.ivademecum.com/patologia-miastenia-grave-cod-CF4F7464B7291442
P00000174;Micosis Superficiales;https://pe.ivademecum.com/patologia-micosis-superficiales-cod-B15F7FC28B19F0DF
P00000176;Neuralgia Del Trigémino;https://pe.ivademecum.com/patologia-neuralgia-trigemino-cod-864927C6ADBB8DAC
P00000177;Neurocisticercosis;https://pe.ivademecum.com/patologia-neurocisticercosis-cod-3DAE29C8D9F96E96
P00000178;Neuropatías;https://pe.ivademecum.com/patologia-neuropatias-cod-52B81189ABE628DC
P00000179;Neutropenia;https://pe.ivademecum.com/patologia-neutropenia-cod-7564E10736E91CF9
P00000180;Obesidad;https://pe.ivademecum.com/patologia-obesidad-cod-FF005CE31274CA3C
P00000181;Onicopatías;https://pe.ivademecum.com/patologia-onicopatias-cod-7B088FD651478F82
P00000182;Osteoporosis;https://pe.ivademecum.com/patologia-osteoporosis-cod-6F3404B6F5058443
P00000240;Otitis - Otopatías Y Otros;https://pe.ivademecum.com/patologia-otitis-otopatias-otros-cod-B3AABBA3DAC762BC
P00000184;Paludismo;https://pe.ivademecum.com/patologia-paludismo-cod-C79931F98924FB21
P00000185;Parasitosis Intestinales Y Genitourinarias;https://pe.ivademecum.com/patologia-parasitosis-intestinales-genitourinarias-cod-30B4E6F20734D254
P00000189;Pediculosis;https://pe.ivademecum.com/patologia-pediculosis-cod-18FCF57C58A51144
P00000242;Porfiria;https://pe.ivademecum.com/patologia-porfiria-cod-01CCE6A7A4E65965
P00000197;Prurito;https://pe.ivademecum.com/patologia-prurito-cod-3D14C1889F14083B
P00000198;Psicopatías;https://pe.ivademecum.com/patologia-psicopatias-cod-09094C62191DCF3C
P00000199;Psoriasis;https://pe.ivademecum.com/patologia-psoriasis-cod-D1DB74BA32738999
P00000201;Quemaduras;https://pe.ivademecum.com/patologia-quemaduras-cod-C25785E8F3341D5F
P00000202;Raquitismo;https://pe.ivademecum.com/patologia-raquitismo-cod-DDED627A6945B11B
P00000244;Rinitis;https://pe.ivademecum.com/patologia-rinitis-cod-75F039F9CF204A8C
P00000203;Sequedad Vaginal;https://pe.ivademecum.com/patologia-sequedad-vaginal-cod-C8AA74911254EB80
P00000204;Shock Anafiláctico;https://pe.ivademecum.com/patologia-shock-anafilactico-cod-03207475ADF3E969
P00000205;Sida;https://pe.ivademecum.com/patologia-sida-cod-7F268D572B28DE72
P00000207;Sífilis;https://pe.ivademecum.com/patologia-sifilis-cod-13B22D72632BC996
P00000245;Somnolencia;https://pe.ivademecum.com/patologia-somnolencia-cod-E566F82F0C0E30CE
P00000208;Somnolencia Diurna;https://pe.ivademecum.com/patologia-somnolencia-diurna-cod-833B222EB829FCBC
P00000209;Tabaquismo;https://pe.ivademecum.com/patologia-tabaquismo-cod-59476813833FEDE1
P00000210;Tétanos;https://pe.ivademecum.com/patologia-tetanos-cod-520CDE696E0441F0
P00000211;Tiroideopatías;https://pe.ivademecum.com/patologia-tiroideopatias-cod-EC3B6C50FF979748
P00000212;Tos;https://pe.ivademecum.com/patologia-tos-cod-62F48E578155501B
P00000215;Trasplante De Órganos;https://pe.ivademecum.com/patologia-trasplante-rganos-cod-7B60A2F500F139D0
P00000216;Trastorno Bipolar;https://pe.ivademecum.com/patologia-trastorno-bipolar-cod-3FA6BB173CFB180C
P00000217;Trastorno Obsesivo-Compulsivo (Toc);https://pe.ivademecum.com/patologia-trastorno-obsesivo-compulsivo-toc-cod-FA4A4DA76578C732
P00000218;Trastornos Del Ciclo Menstrual;https://pe.ivademecum.com/patologia-trastornos-ciclo-menstrual-cod-7010A9B2AE299483
P00000219;Tromboembolismo Y Trombosis;https://pe.ivademecum.com/patologia-tromboembolismo-trombosis-cod-882E36AF3F131F64
P00000220;Tuberculosis;https://pe.ivademecum.com/patologia-tuberculosis-cod-25F96BD4F55F7751
P00000221;Ulcera Péptica;https://pe.ivademecum.com/patologia-ulcera-peptica-cod-0603CEA4389BCBE8
P00000223;Várices - Linfopatías;https://pe.ivademecum.com/patologia-varices-linfopatias-cod-ED9E24C2A9627A36
P00000224;Verrugas;https://pe.ivademecum.com/patologia-verrugas-cod-B06DFDB972497940
P00000225;Vértigo;https://pe.ivademecum.com/patologia-vertigo-cod-EC0F0ABA54830951
P00000226;Virosis Cutaneomucosas;https://pe.ivademecum.com/patologia-virosis-cutaneomucosas-cod-180F95947AB65758
P00000227;Virosis Sistémicas;https://pe.ivademecum.com/patologia-virosis-sistemicas-cod-83AF60603A51B6D5
P00000229;Xerostomía;https://pe.ivademecum.com/patologia-xerostomia-cod-B2501E02F9BC42ED
