code;name;url;phone
F00000386;BAYER S.P.;https://pe.ivademecum.com/laboratorio-bayer-s-p-cod-3428F3DF51E46587;
F00000387;ROWE;https://pe.ivademecum.com/laboratorio-rowe-cod-5C2766D0574137CA;
F00000388;TECNOFARMA;https://pe.ivademecum.com/laboratorio-tecnofarma-cod-016B9BAEDA9F0E81;700-3000
F00000389;CECI FARMA;https://pe.ivademecum.com/laboratorio-ceci-farma-cod-FCFB46F4C4556373;326-7200, 326-7200
F00000390;EUROCHEM-SIFI;https://pe.ivademecum.com/laboratorio-eurochem-sifi-cod-718EFE9879B0B280;
F00000391;SCHERING PLOUGH;https://pe.ivademecum.com/laboratorio-schering-plough-cod-E75CA60AF3BEBAC9;
F00000392;OM PHARMA;https://pe.ivademecum.com/laboratorio-om-pharma-cod-7DBC0AF73FDDAAB8;+51 (1) 61 68 100
F00000393;ELIFARMA;https://pe.ivademecum.com/laboratorio-elifarma-cod-421516C9863B8116;(511) 436-3699
F00000394;CIPLA;https://pe.ivademecum.com/laboratorio-cipla-cod-CA2D95049C35844C;
F00000395;GSK;https://pe.ivademecum.com/laboratorio-gsk-cod-A71302725C50A936;+(511) 2119700
F00000396;SAVAL;https://pe.ivademecum.com/laboratorio-saval-cod-F82D2E9291C82710;(51 -1) 22 54 004
F00000397;RANBAXY-PRP;https://pe.ivademecum.com/laboratorio-ranbaxy-prp-cod-B1184C6D5C3905EE;717-4830
F00000398;D&M PHARMA;https://pe.ivademecum.com/laboratorio-d-m-pharma-cod-C040973F9B8B487A;221-6662, 422-2824, 221-0746
F00000399;S.J.ROXFARMA;https://pe.ivademecum.com/laboratorio-s-j-roxfarma-cod-FB7E79E17321831C;+511 613-9100
F00000400;GRÜNENTHAL;https://pe.ivademecum.com/laboratorio-gr-nenthal-cod-434E259E672F197F;+ 511 519-0600
F00000401;ALCON;https://pe.ivademecum.com/laboratorio-alcon-cod-A76FC19253E2B5EF;615-6800, 615-6805, 615-6831
F00000402;LUKOLL;https://pe.ivademecum.com/laboratorio-lukoll-cod-E7D5F9FB2146BAC1;
F00000403;SENOSIAIN;https://pe.ivademecum.com/laboratorio-senosiain-cod-5AC1F568825A4A72;422-8366
F00000404;JOHNSON&JOHNSON;https://pe.ivademecum.com/laboratorio-johnson-johnson-cod-1887929C2D3A7151;415-0222, 415-0233
F00000405;SCALUP;https://pe.ivademecum.com/laboratorio-scalup-cod-469EC342BAA75ABF;(511) 628-1364
F00000406;SANDERSON;https://pe.ivademecum.com/laboratorio-sanderson-cod-ED885B894B8FF635;
F00000407;PHARMAGEN;https://pe.ivademecum.com/laboratorio-pharmagen-cod-1F1ADC738798E0EE;326-7200
F00000408;BAXTER;https://pe.ivademecum.com/laboratorio-baxter-cod-877795202EECAFE6;7133-333
F00000409;B.BRAUN;https://pe.ivademecum.com/laboratorio-b-braun-cod-0B61CBC09A245F32;(511) 326-1825
F00000410;PHARMA HOSTING;https://pe.ivademecum.com/laboratorio-pharma-hosting-cod-3B786E230A6C2232;(+511) 4456070
F00000411;AKORN;https://pe.ivademecum.com/laboratorio-akorn-cod-597B41D9A358224E;
F00000412;LAFAR PERU;https://pe.ivademecum.com/laboratorio-lafar-peru-cod-989A15A3F318FF96;437-1699, 437-1699
F00000413;TAKEDA;https://pe.ivademecum.com/laboratorio-takeda-cod-443D189DA839B1C5;+51 (1) 604-4100
F00000414;GREY INVERS.;https://pe.ivademecum.com/laboratorio-grey-invers-cod-FD487A713F5F38AF;51-1-4627885, 51-1-4627929
F00000415;REFASA;https://pe.ivademecum.com/laboratorio-refasa-cod-2FC2175ADD0E7FA2;610-3100,	610-3103
F00000416;QUILAB FARMA;https://pe.ivademecum.com/laboratorio-quilab-farma-cod-9C6C71E2F36B7D69;
F00000417;MSD;https://pe.ivademecum.com/laboratorio-msd-cod-62171FF3B6FE5EDA;411-5100,441-2849
F00000418;DELFARMA;https://pe.ivademecum.com/laboratorio-delfarma-cod-EDF2D01B8BF37584;
F00000419;PHARMACHECK;https://pe.ivademecum.com/laboratorio-pharmacheck-cod-CF38ABC069297BA8;(511) 470-0996
F00000420;MACLEODS PHARM;https://pe.ivademecum.com/laboratorio-macleods-pharm-cod-36D882408B7C1B06;221-7233
F00000421;G & R;https://pe.ivademecum.com/laboratorio-g-r-cod-EE96D1284B5717FD;
F00000422;FARMEDIC;https://pe.ivademecum.com/laboratorio-farmedic-cod-49DDA39A8962075C;
F00000423;DR. ANDREU;https://pe.ivademecum.com/laboratorio-dr-andreu-cod-2CE328868771ADB8;+511 637-7373, +511 637-7372
F00000424;NOVAX EIRL;https://pe.ivademecum.com/laboratorio-novax-eirl-cod-E07BDB324799EC21;080047000
F00000425;ROSTER;https://pe.ivademecum.com/laboratorio-roster-cod-97477211836FB90E;(511) 618-5555
F00000426;DEUTSCHE PHARMA;https://pe.ivademecum.com/laboratorio-deutsche-pharma-cod-DF3AC74FEE531A91;(511)2615000
F00000427;ALLERLAB;https://pe.ivademecum.com/laboratorio-allerlab-cod-8228A1F895A20A80;628-1276
F00000428;MEDIDERM;https://pe.ivademecum.com/laboratorio-mediderm-cod-AB9D7490E23D4FDD;
F00000429;ALPHARMACO SAC;https://pe.ivademecum.com/laboratorio-alpharmaco-sac-cod-6AE7603840A2DDEE;
F00000430;BIO REG PHARMA;https://pe.ivademecum.com/laboratorio-bio-reg-pharma-cod-3E9016C939CFF0F8;(511) 716-1900
F00000431;FARMASUR;https://pe.ivademecum.com/laboratorio-farmasur-cod-F2744983C022A7DA;482-2729
F00000432;CARRION;https://pe.ivademecum.com/laboratorio-carrion-cod-B93D61848669845F;610-3100,	610-3103
F00000433;QUALIPHARM;https://pe.ivademecum.com/laboratorio-qualipharm-cod-89CBBE782E9FF144;368-2233,	368-0860
F00000434;TERBOL;https://pe.ivademecum.com/laboratorio-terbol-cod-5678E0DD0742D335;(511) 416-9100
F00000435;ALIFARMA;https://pe.ivademecum.com/laboratorio-alifarma-cod-8ACBC2EE119EA183;279-2828
F00000436;FARMAC.DEL PERU;https://pe.ivademecum.com/laboratorio-farmac-peru-cod-554434525204972A;331-1601
F00000437;BAYER C.C.;https://pe.ivademecum.com/laboratorio-bayer-c-c-cod-EA596764B6BF6108;
F00000438;IST.GANASSINI;https://pe.ivademecum.com/laboratorio-ist-ganassini-cod-2979A6DAFA5887F1;411-6300
F00000439;FARMACOM;https://pe.ivademecum.com/laboratorio-farmacom-cod-E7F0ECBD6A0602A2;265-0000
F00000440;TERBONOVA;https://pe.ivademecum.com/laboratorio-terbonova-cod-497EED4479B168F6;
F00000441;BIOTOSCANA;https://pe.ivademecum.com/laboratorio-biotoscana-cod-F1DA0FB00913BAD1;422-5500
F00000442;SUN PHARMA;https://pe.ivademecum.com/laboratorio-sun-pharma-cod-4AD76FB63432BFB4;255-4250
F00000443;DANY;https://pe.ivademecum.com/laboratorio-dany-cod-F72AF12F47362BDE;(511) 578-0808, (511) 578-0812, (511) 578-5270
F00000444;VITALIS;https://pe.ivademecum.com/laboratorio-vitalis-cod-21F7A957E9A44047;445-1515
F00000445;BMS;https://pe.ivademecum.com/laboratorio-bms-cod-F487FD6B97316473;(+511) 411-6200
F00000446;TABLETS;https://pe.ivademecum.com/laboratorio-tablets-cod-92B72C5A97D2CFA1;241-3112, 241-3110
F00000447;LAFAGE;https://pe.ivademecum.com/laboratorio-lafage-cod-2DD6E5D9C9F2DBE0;422-8366
F00000448;CONTINENTAL;https://pe.ivademecum.com/laboratorio-continental-cod-6DA7303BE1F764B9;211-7500
F00000449;FRESENIUS KABI;https://pe.ivademecum.com/laboratorio-fresenius-kabi-cod-E03C6309E295224A;+51 1202-1616, +51 1471-1140
F00000450;IVAX;https://pe.ivademecum.com/laboratorio-ivax-cod-08EC1224C6D58BB9;
F00000451;ATRAL-CIPAN;https://pe.ivademecum.com/laboratorio-atral-cipan-cod-49A875EDE6E46E89;(511) 421-2021
F00000452;NATURGEN;https://pe.ivademecum.com/laboratorio-naturgen-cod-30C29A74AE0C4DA9;054-251292
F00000453;JANSSEN-CILAG;https://pe.ivademecum.com/laboratorio-janssen-cilag-cod-4356F84E0B0493A3;0800 00873, (51-1) 4150200
F00000454;PHARMA-C;https://pe.ivademecum.com/laboratorio-pharma-c-cod-5CB85042D97FA4F8;
F00000455;BMC FARMA;https://pe.ivademecum.com/laboratorio-bmc-farma-cod-7BBCD85614BB2E2C;653-7062
F00000456;D'OLAPHARM;https://pe.ivademecum.com/laboratorio-d-olapharm-cod-87FD94D7386C3E14;
F00000457;PHARMARIS;https://pe.ivademecum.com/laboratorio-pharmaris-cod-1FA7063E1E0D98AC;(+511)652 2671, (+511) 652 267
F00000458;GP PHARM;https://pe.ivademecum.com/laboratorio-gp-pharm-cod-CC4E3B32CB3741D5;
F00000459;INTAS;https://pe.ivademecum.com/laboratorio-intas-cod-2A68A29633646283;
F00000460;MEGA WE CARE;https://pe.ivademecum.com/laboratorio-mega-we-care-cod-FE3E788F1394AA14;436-5611, 436-5612
F00000461;CAFERMA;https://pe.ivademecum.com/laboratorio-caferma-cod-9EE0D11144B21774;452-5388, 452-5387
F00000462;LAFRANCOL;https://pe.ivademecum.com/laboratorio-lafrancol-cod-D1DE785EA1C57C28;
F00000463;GADOR;https://pe.ivademecum.com/laboratorio-gador-cod-B08E685AA021790A;511 4468327
F00000464;CIPA;https://pe.ivademecum.com/laboratorio-cipa-cod-27DF872C4208828C;
F00000465;FERRER GRUPO;https://pe.ivademecum.com/laboratorio-ferrer-grupo-cod-B3DD7975FFB16FF0;
F00000466;GABBLAN;https://pe.ivademecum.com/laboratorio-gabblan-cod-AEFDECE9DDDE551A;717-2454
F00000467;DROG. FARBO;https://pe.ivademecum.com/laboratorio-drog-farbo-cod-278749170B3DEC2D;205-9700
F00000468;QUILAB OTC;https://pe.ivademecum.com/laboratorio-quilab-otc-cod-B3122F669719FCC5;
F00000469;MC GLOBE;https://pe.ivademecum.com/laboratorio-mc-globe-cod-556F8048DC359E76;(511) 3263417
F00000470;NOVARTIS-CIBA;https://pe.ivademecum.com/laboratorio-novartis-ciba-cod-EC44568D289FCDF1;200-6400
F00000471;LAFARMED;https://pe.ivademecum.com/laboratorio-lafarmed-cod-D47B8CE46EB884EC;719-47365
F00000472;DROG. INFARVAL;https://pe.ivademecum.com/laboratorio-drog-infarval-cod-D925709DF1D2524F;428-6218
F00000473;URIAGE;https://pe.ivademecum.com/laboratorio-uriage-cod-666EA7E5F9A13796;
F00000474;ISIS PHARMA;https://pe.ivademecum.com/laboratorio-isis-pharma-cod-649AC4B6693308C6;
F00000475;DRUGTECH;https://pe.ivademecum.com/laboratorio-drugtech-cod-A07C3985683BD06B;
F00000476;FARMAKONSUMA;https://pe.ivademecum.com/laboratorio-farmakonsuma-cod-65E43C47A215E139;+51 1 4168000
F00000477;GALDERMA;https://pe.ivademecum.com/laboratorio-galderma-cod-CB78A3EABA72AC03;211-4000,	211-4001
F00000478;ASTRAZENECA;https://pe.ivademecum.com/laboratorio-astrazeneca-cod-C8689B4E3F9B9169;610-1515, 610-1616
F00000479;GYNOPHARM;https://pe.ivademecum.com/laboratorio-gynopharm-cod-03A3278521862681;
F00000480;MAVER;https://pe.ivademecum.com/laboratorio-maver-cod-000BCFC177F21310;437-2341
F00000481;KEYFARM;https://pe.ivademecum.com/laboratorio-keyfarm-cod-86255103C69483EF;+51-01-200 7000
F00000482;DUBONP;https://pe.ivademecum.com/laboratorio-dubonp-cod-9276A0410DD92AC2;511 - 221 - 1588
F00000483;MERCK;https://pe.ivademecum.com/laboratorio-merck-cod-C101A48AF551378E;+51-1-618 7500
F00000484;QUILLA PHARMA;https://pe.ivademecum.com/laboratorio-quilla-pharma-cod-CED3BA394857F328;354-2094
F00000485;ROWEFEM;https://pe.ivademecum.com/laboratorio-rowefem-cod-927A61C9488CCE75;
F00000486;ANNEXA;https://pe.ivademecum.com/laboratorio-annexa-cod-9BCFE8AA0CDC7A88;348-3300
F00000487;DRINTEFA;https://pe.ivademecum.com/laboratorio-drintefa-cod-202D2898E443F3F9;
F00000488;NOVADERMA;https://pe.ivademecum.com/laboratorio-novaderma-cod-D04C7558DFF1FE20;
F00000489;INNOTECH;https://pe.ivademecum.com/laboratorio-innotech-cod-66BAD456376C9895;
F00000490;DROPESAC;https://pe.ivademecum.com/laboratorio-dropesac-cod-CCF7A5C0F524CC5D;
F00000491;EURODERMA;https://pe.ivademecum.com/laboratorio-euroderma-cod-5479A0CA2140C1F9;2642832, 2642797
F00000492;MEDIHEALTH;https://pe.ivademecum.com/laboratorio-medihealth-cod-4B2EDCFECE24C3F9;
F00000493;FARMACEUTICA LATINA;https://pe.ivademecum.com/laboratorio-farmaceutica-latina-cod-B67CDE9A64CEA344;440-3815, 440-4056
F00000494;IPCA;https://pe.ivademecum.com/laboratorio-ipca-cod-3FB25908D14B115E;
F00000495;PHARMA PERU;https://pe.ivademecum.com/laboratorio-pharma-peru-cod-ED76493943B071D4;3870884
F00000496;DRONNVELS;https://pe.ivademecum.com/laboratorio-dronnvels-cod-4978C2624E2CD510;455-0270
F00000584;DR. ZAIDMAN;https://pe.ivademecum.com/laboratorio-dr-zaidman-cod-E7F4862544CB2345;
F00000585;VIFARMA;https://pe.ivademecum.com/laboratorio-vifarma-cod-A055213DCEC37B15;4271527
F00000586;AVSA;https://pe.ivademecum.com/laboratorio-avsa-cod-9FCE3DCBA505AB48;452-2297
F00000587;RODMAD;https://pe.ivademecum.com/laboratorio-rodmad-cod-B0EDA7DE2B508BB9;200-7000
F00000588;CONTILAB;https://pe.ivademecum.com/laboratorio-contilab-cod-36457B909704B9A5;
F00000589;ROHA;https://pe.ivademecum.com/laboratorio-roha-cod-2DFB325C1A342453;411-6300
F00000590;NOVARTIS C.H.;https://pe.ivademecum.com/laboratorio-novartis-c-h-cod-3C3AD33DE4FF689B;+51 1 200 6400
F00000591;BRISAFARMA;https://pe.ivademecum.com/laboratorio-brisafarma-cod-195B3606489DCECD;
F00000592;NOVARTIS SANDOZ;https://pe.ivademecum.com/laboratorio-novartis-sandoz-cod-45AE5A8CF775E640;
F00000593;QUILAB;https://pe.ivademecum.com/laboratorio-quilab-cod-A6BDC493681113B9;211-4000
F00000594;SOLTON;https://pe.ivademecum.com/laboratorio-solton-cod-C50E04CCF1719C8A;6144544
F00000595;BIOPAS;https://pe.ivademecum.com/laboratorio-biopas-cod-EC9A361219336057;223-2006, 223-2007, 223-2005
F00000596;WORLD PHARMA;https://pe.ivademecum.com/laboratorio-world-pharma-cod-AEC4A9A130BE55BA;719-0922, 719-0923
F00000597;FAES FARMA;https://pe.ivademecum.com/laboratorio-faes-farma-cod-DFC92A0AEDD0468A;
F00000598;COFANA;https://pe.ivademecum.com/laboratorio-cofana-cod-BE61B04439006A66;
F00000599;M & G;https://pe.ivademecum.com/laboratorio-m-g-cod-7F86AE9B54CE2005;424-7750, 332-6203
F00000600;BIOSANA;https://pe.ivademecum.com/laboratorio-biosana-cod-8C04C6B433D71C5C;387-00940
F00000601;BIOMEDICAL;https://pe.ivademecum.com/laboratorio-biomedical-cod-BBEE5A86B91480D6;
F00000602;LMB H.COLICHON;https://pe.ivademecum.com/laboratorio-lmb-h-colichon-cod-CFF11255ED1FFBE6;2754951, 2754556, 2754955
F00000603;BAUSCH & LOMB;https://pe.ivademecum.com/laboratorio-bausch-lomb-cod-02C55AD4D7C8E102;
F00000604;PHARMALAB;https://pe.ivademecum.com/laboratorio-pharmalab-cod-9E884BDB1E954B10;221-2100, 422-2027
F00000605;LUDBER;https://pe.ivademecum.com/laboratorio-ludber-cod-97AB7ABA0824D9A8;534-1219
F00000606;ATLAS VISION;https://pe.ivademecum.com/laboratorio-atlas-vision-cod-3D2E6A53DCE242E9;221-2100
F00000607;ORDESA;https://pe.ivademecum.com/laboratorio-ordesa-cod-8CB90C80973A461F;422-8366
F00000608;SEVEN PHARMA;https://pe.ivademecum.com/laboratorio-seven-pharma-cod-B42E488A2644A2DD;585-3517
F00000609;CATALYSIS;https://pe.ivademecum.com/laboratorio-catalysis-cod-7D547B8245629019;
F00000610;LAMOSAN;https://pe.ivademecum.com/laboratorio-lamosan-cod-D007AC82D67BBE05;+593 (2) 3430-536, +593 (2) 3430-537
F00000611;HIMALAYA;https://pe.ivademecum.com/laboratorio-himalaya-cod-0D06713AA0B48EAD;411-6300
F00000612;ORGANON;https://pe.ivademecum.com/laboratorio-organon-cod-E8F33430BB33E9F5;
F00000613;WOCKHARDT;https://pe.ivademecum.com/laboratorio-wockhardt-cod-056B1C40879EBF61;241-3112, 241-1310, 998085780
F00000614;AGROFARMA;https://pe.ivademecum.com/laboratorio-agrofarma-cod-CC1D3B5605491A71;437-1975
F00000615;SIT DESMA;https://pe.ivademecum.com/laboratorio-sit-desma-cod-7ECA50F14640F7DC;411-6300
F00000616;GIANFARMA;https://pe.ivademecum.com/laboratorio-gianfarma-cod-E67D0963019A6F29;( 51-1) 472-9047, (51-1) 472-2620
F00000617;YOBEL;https://pe.ivademecum.com/laboratorio-yobel-cod-8DF9DE91125799D8;614-3400, 460-1284
F00000618;COMIESA;https://pe.ivademecum.com/laboratorio-comiesa-cod-DCB2D175414F5671;254-3115, 254-0499
F00000619;DR. REDDY'S;https://pe.ivademecum.com/laboratorio-dr-reddy-s-cod-19DB1A4F5297376C;
F00000620;GLENMARK;https://pe.ivademecum.com/laboratorio-glenmark-cod-CF1DAB965C8F4865;627-5440, 627-5441, 627-5442, 627-5443
F00000621;;https://pe.ivademecum.com/laboratorio--cod-D41D8CD98F00B204;
F00000622;DROG. 2M & BR;https://pe.ivademecum.com/laboratorio-drog-2m-br-cod-FE9D7D821C7DD5CE;5937350
F00000623;AFARMACH;https://pe.ivademecum.com/laboratorio-afarmach-cod-FA6DA4D292892CE1;542-2057
F00000624;INTRALAB;https://pe.ivademecum.com/laboratorio-intralab-cod-C8B297D564969119;467-4999
F00000625;PFIZER CONSUMER;https://pe.ivademecum.com/laboratorio-pfizer-consumer-cod-689E9E61B520596A;6152100
F00000626;EMDIEX;https://pe.ivademecum.com/laboratorio-emdiex-cod-D0539D42A1D8AF5A;352-9862, 352-9855
F00000627;QUALICONT;https://pe.ivademecum.com/laboratorio-qualicont-cod-FEAE833786AA9D44;422-8366
F00000628;K2 PHARMAVIDA;https://pe.ivademecum.com/laboratorio-k2-pharmavida-cod-3D653456B091500F;
F00000629;BIOTECH;https://pe.ivademecum.com/laboratorio-biotech-cod-F9AF6AABE2456A5F;719-5883
F00000630;LUPIN;https://pe.ivademecum.com/laboratorio-lupin-cod-A4B202D6D3C894FC;241-3110
F00000631;MKS UNIDOS;https://pe.ivademecum.com/laboratorio-mks-unidos-cod-B6BCAB9F22319F97;
F00000632;WELFARK-IESA;https://pe.ivademecum.com/laboratorio-welfark-iesa-cod-67B679875CC3F6CF;
F00000633;NESTLE;https://pe.ivademecum.com/laboratorio-nestle-cod-D03BA652A131E19F;0800-10-2-10
F00000634;NOVARTIS TRANS.;https://pe.ivademecum.com/laboratorio-novartis-trans-cod-6C3E3DB7CB4BD877;
F00000635;PANALAB;https://pe.ivademecum.com/laboratorio-panalab-cod-AFD1173F202F21F1;
F00000636;ELI LILLY;https://pe.ivademecum.com/laboratorio-eli-lilly-cod-436F60487EFD900E;712-6400,	221-8426
F00000637;LKM PERU;https://pe.ivademecum.com/laboratorio-lkm-peru-cod-3D3D1D0AE0BF01CD;445-8780, 445-8784, 243-4256
F00000638;PALMAGYAR;https://pe.ivademecum.com/laboratorio-palmagyar-cod-0C74F047D2E7A445;447-0359, 445-8035, 447-0359
F00000639;NOVARTIS OPHT.;https://pe.ivademecum.com/laboratorio-novartis-opht-cod-3FB097FC44FC2281;
